project_id,company_name,company_tier,year,quarter,country,state,city,location_region,client_name,client_industry,sector,subsector,project_type,delivery_method,project_status,award_date,start_date,end_date,duration_months,contract_value_total,recognized_revenue_year,backlog_begin,backlog_end,total_cost,labor_cost_total,material_cost_total,equipment_cost_total,subcontractor_cost_total,overhead_cost_total,sgna_cost,contingency_cost,headcount_total,headcount_field,headcount_office,avg_hourly_rate_field,avg_hourly_rate_office,labor_hours_total,gross_margin,gross_margin_pct,ebitda,ebitda_margin_pct,operating_income,operating_margin_pct,num_competitors_bid,joint_venture_flag,company_share_in_jv_pct,currency
P0155,IES Holdings,tier_1,2023,1,Canada,ON,Toronto,Canada,Commercial REIT Client,Private,Commercial,Retail,Retrofit,Cost-Plus,Completed,2023-10-16,2023-12-10,2025-11-29,24,8521947,8521947.0,0.0,0.0,6282372.07,1725511.21,2000320.05,467848.61,1259588.2,606028.6,172185.85,50889.55,95,59,36,32.3,42.03,53421,2239574.93,0.2628,2067389.07,0.2426,1962561.62,0.2303,6,0,1.0,USD
P0156,"Comfort Systems USA, Inc.",tier_1,2025,1,USA,TX,Dallas,South,Dominion Energy,Private,Data Centers,Enterprise,New Build,Cost-Plus,Awarded,2025-05-02,2025-06-10,2026-11-02,17,63001695,17867773.84,28494587.2,45133921.16,56904775.08,13575815.47,20819084.7,4704889.8,11643825.94,3456578.78,2359038.73,345541.66,72,49,23,51.04,49.6,265983,6096919.92,0.0968,3737881.19,0.0593,3422528.23,0.0543,6,0,1.0,USD
P0157,Midwest Ind. Services,tier_2,2018,3,Canada,ON,Toronto,Canada,Amazon Web Services,Private,Commercial,Hospitality,Retrofit,Cost-Plus,Awarded,2018-06-18,2018-07-12,2019-04-08,9,43346351,13954767.69,27433504.64,29391583.31,39037345.52,12348715.75,14637456.29,887867.83,5740905.39,3332973.85,1443655.35,645771.06,15,10,5,33.98,66.7,363411,4309005.48,0.0994,2865350.14,0.0661,2245005.48,0.0518,7,0,1.0,USD
P0158,Pacific tech contractors,tier_2,2023,1,USA,NY,New York,Northeast,Microsoft Data Center,Private,Industrial,Warehouse,New Build,EPC,In Progress,2023-03-22,2023-06-13,2023-12-10,6,33222338,25498853.59,5212996.55,7723484.41,29051703.6,11677014.14,9803857.63,724147.46,2341904.88,2243883.66,1752619.27,508276.55,56,34,22,52.66,77.41,221743,4170634.4,0.1255,2418015.12,0.0728,2247965.83,0.0677,3,0,1.0,USD
P0159,Regional MEP Solutions,tier_2,2023,2,USA,CA,San Jose,West,Commercial REIT Client,Private,Infrastructure,Energy,Expansion,EPC,Completed,2023-10-12,2023-11-12,2026-01-30,27,3966811,3966811.0,0.0,0.0,3723474.02,1169681.7,1470485.55,288920.48,319089.07,223269.88,229167.82,22859.51,24,18,6,35.27,74.55,33163,243336.98,0.0613,14169.16,0.0036,-42232.26,-0.0106,6,1,0.87,USD
P0160,I.E.S. Holdings,tier_1,2016,4,Canada,ON,Toronto,Canada,Texas DOT,Public,Industrial,Process,Retrofit,Design-Build,Completed,2016-11-29,2017-02-25,2017-11-22,9,68344265,68344265.0,0.0,0.0,58626958.79,20278600.5,15143170.23,3420586.06,12290433.27,4496289.28,1883853.38,1114026.06,71,60,11,56.62,72.66,358152,9717306.21,0.1422,7833452.83,0.1146,7534297.89,0.1102,3,0,1.0,USD
P0161,Regional MEP Solutions,tier_2,2021,2,Canada,ON,Toronto,Canada,Regional School District,Public,Industrial,Process,Retrofit,EPC,Completed,2021-03-05,2021-05-21,2023-10-08,29,5272597,5272597.0,0.0,0.0,4842057.46,1480406.49,1616979.84,212998.12,766193.63,352191.9,310911.45,102376.02,70,46,24,58.07,52.84,25493,430539.54,0.0817,119628.09,0.0227,75013.64,0.0142,2,1,0.91,USD
P0162,Precision Electrical Contractors,tier_2,2016,4,USA,VA,Ashburn,South,NYC Health + Hospitals,Private,Infrastructure,Transportation,Maintenance,Lump Sum,Awarded,2016-12-01,2017-02-20,2017-05-21,3,21413501,9184606.31,11048446.53,12228894.69,21450563.36,5968948.08,8330492.71,988536.05,3544206.02,1450289.23,861867.81,306223.47,61,42,19,43.91,48.71,135935,-37062.36,-0.0017,-898930.17,-0.042,-1039766.34,-0.0486,2,1,0.91,USD
P0163,Heartland Building Svcs,tier_2,2022,3,USA,IL,Chicago,Midwest,Chicago city water dept.,Public,Data Centers,Hyperscale,Design-Build,EPC,Completed,2022-08-14,2022-09-21,2023-01-19,4,7970384,7970384.0,0.0,0.0,7104873.74,1689548.62,2799744.63,581275.49,965728.87,507778.31,385548.51,175249.31,50,30,20,40.23,44.61,41997,865510.26,0.1086,479961.75,0.0602,400715.5,0.0503,5,0,1.0,USD
P0164,Midwest Industrial Services.,tier_2,2016,3,USA,GA,Atlanta,South,Univ. (local),Private,Data Centers,Colocation,Expansion,Design-Build,Completed,2016-04-14,2016-06-12,2018-11-29,30,10133484,10133484.0,0.0,0.0,6962292.25,2531141.58,2250594.0,527367.1,696821.1,440030.14,390049.74,126288.59,57,35,22,58.94,60.53,42944,3171191.75,0.3129,2781142.0,0.2745,2717425.95,0.2682,5,0,1.0,USD
P0165,Regional MEP Solutions.,tier_2,2025,4,USA,VA,Ashburn,South,Meta Platforms,Private,Commercial,Office,Expansion,Cost-Plus,Awarded,2025-06-05,2025-09-06,2027-06-28,22,67124898,39779996.66,23851372.86,27344901.34,57440248.38,22516541.61,16306773.38,4322810.51,7967219.67,2658116.74,2429295.85,1239490.62,53,35,18,54.02,73.0,416818,9684649.62,0.1443,7255353.77,0.1081,6939063.46,0.1034,7,0,1.0,USD
P0166,SOUTHWEST MECHANICAL.,tier_2,2024,1,USA,IL,Chicago,Midwest,Small Municipal Client,Private,Commercial,Hospitality,Retrofit,EPC,In Progress,2024-07-18,2024-09-21,2027-04-09,31,2383908,694189.41,1370506.89,1689718.59,1925402.16,727398.45,600794.09,151269.54,177701.24,118077.55,115738.83,34422.46,52,33,19,38.89,59.97,18703,458505.84,0.1923,342767.01,0.1438,317871.83,0.1333,6,0,1.0,USD
P0167,Fluor Srvs,tier_1,2019,1,USA,IL,Chicago,Midwest,Local University,Private,Infrastructure,Water/Wastewater,Retrofit,Lump Sum,Completed,2019-03-08,2019-05-31,2021-10-17,29,19038608,19038608.0,0.0,0.0,18892108.53,6207158.08,6597545.96,1502429.44,2143528.66,974993.72,1067161.64,399291.04,109,92,17,38.41,51.05,161602,146499.47,0.0077,-920662.17,-0.0484,-1035670.86,-0.0544,7,0,1.0,USD
P0168,Northeast plant services,tier_2,2020,2,USA,VA,Ashburn,South,Duke Energy,Private,Industrial,Warehouse,New Build,EPC,Completed,2020-09-09,2020-12-02,2023-01-21,26,34979076,34979076.0,0.0,0.0,33406257.2,13052118.79,10480641.88,2535945.92,2741418.28,1891545.73,1945170.45,759416.15,15,11,4,47.84,58.61,272828,1572818.8,0.045,-372351.64,-0.0106,-759206.7,-0.0217,4,0,1.0,USD
P0169,Fluor-Services,tier_1,2022,4,USA,NY,New York,Northeast,Commercial REIT Client,Private,Healthcare,Hospitals,Retrofit,Cost-Plus,In Progress,2022-10-11,2022-11-06,2024-08-27,22,4556163,1579098.78,2788000.92,2977064.22,4879129.96,1548586.01,1872790.12,310511.27,700990.27,238457.38,141413.3,66381.62,111,73,38,47.35,72.81,32705,-322966.96,-0.0709,-464380.26,-0.1019,-502748.75,-0.1103,2,0,1.0,USD
P0170,Emcor group,tier_1,2017,3,USA,IL,Chicago,Midwest,Kaiser Permanente,Private,Infrastructure,Energy,Expansion,Lump Sum,Awarded,2017-03-14,2017-05-27,2018-06-21,13,17878418,10837224.14,5078925.54,7041193.86,17427601.44,6396041.42,4499442.04,1178219.83,3153413.82,1343143.31,413388.12,443952.91,65,51,14,50.35,42.28,127031,450816.56,0.0252,37428.44,0.0021,-116708.55,-0.0065,7,1,0.63,USD
P0171,Quanta Services,tier_1,2024,1,USA,NY,New York,Northeast,U.S. General Services Administration,Public,Industrial,Warehouse,Maintenance,Lump Sum,Awarded,2024-07-18,2024-08-13,2025-06-09,10,30448665,18427028.33,10506393.84,12021636.67,24691686.7,9525319.42,7891559.29,1214135.62,2664646.68,2061480.39,731477.2,603068.1,30,25,5,35.46,55.66,268621,5756978.3,0.1891,5025501.1,0.165,4864571.79,0.1598,5,0,1.0,USD
P0172,SOUTHWEST MECHANICAL.,tier_2,2020,3,USA,CA,San Jose,West,Local Univ.,Private,Data Centers,Hyperscale,Maintenance,Design-Build,Completed,2020-10-31,2021-01-27,2021-08-25,7,12850674,12850674.0,0.0,0.0,12522904.74,3827848.64,4833926.87,768443.04,1898137.89,396847.89,620483.35,177217.05,24,20,4,36.56,73.71,104700,327769.26,0.0255,-292714.1,-0.0228,-420755.07,-0.0327,3,0,1.0,USD
P0173,Atlantic facility works,tier_2,2016,3,USA,CA,San Jose,West,KAISER PERMANENTE,Private,Industrial,Manufacturing,Design-Build,Lump Sum,Awarded,2016-04-27,2016-07-01,2017-08-25,14,7185879,4605912.49,2228915.45,2579966.51,6076957.33,1588595.16,3005457.29,276114.51,446445.05,385386.73,326229.59,48729.0,48,39,9,41.44,48.98,38334,1108921.67,0.1543,782692.09,0.1089,706455.12,0.0983,1,1,0.42,USD
P0174,Regional MEP Solutions.,tier_2,2022,1,USA,TX,Dallas,South,General Services Admin (US),Public,Infrastructure,Energy,Maintenance,Design-Build,Completed,2022-04-21,2022-07-08,2023-08-02,13,4831900,4831900.0,0.0,0.0,3932390.06,1039881.11,1361258.13,341040.8,649864.02,282663.79,166781.8,90900.41,12,9,3,50.66,74.6,20526,899509.94,0.1862,732728.13,0.1516,671205.85,0.1389,1,1,0.82,USD
P0175,Southwest mechanical,tier_2,2017,2,USA,GA,Atlanta,South,LOCAL UNIVERSITY,Private,Data Centers,Enterprise,New Build,Cost-Plus,Completed,2017-12-08,2018-03-03,2019-02-26,12,6861291,6861291.0,0.0,0.0,7080249.03,2338599.11,2678043.0,264368.26,948892.51,533636.87,256324.51,60384.77,63,49,14,35.53,49.26,65820,-218958.03,-0.0319,-475282.54,-0.0693,-551278.14,-0.0803,5,0,1.0,USD
P0176,Atlantic Facility Wrks,tier_2,2025,4,USA,NY,New York,Northeast,U.S. General Services Administration,Public,Industrial,Process,New Build,Lump Sum,Completed,2025-09-03,2025-10-20,2027-06-12,20,16348650,16348650.0,0.0,0.0,13216862.9,3669205.85,3910673.7,946807.48,3052397.81,788249.31,681060.1,168468.65,65,54,11,54.07,53.22,67860,3131787.1,0.1916,2450727.01,0.1499,2267732.74,0.1387,3,1,0.82,USD
P0177,FLUOR SERVICES.,tier_1,2021,3,USA,CA,San Jose,West,Local Univ.,Private,Industrial,Process,Expansion,EPC,Awarded,2021-01-15,2021-02-25,2023-07-15,29,21963121,14171006.54,4865069.93,7792114.46,20902072.26,7804345.77,6825245.64,1492520.54,1839713.18,1481076.53,936098.01,523072.6,12,10,2,37.2,46.74,209794,1061048.74,0.0483,124950.73,0.0057,-64204.57,-0.0029,5,0,1.0,USD
P0178,Jacobs Mission-Critical,tier_1,2024,1,USA,IL,Chicago,Midwest,Univ. (local),Private,Commercial,Retail,Expansion,Design-Build,Completed,2024-12-05,2025-02-17,2027-09-05,31,21256773,21256773.0,0.0,0.0,20926562.45,5073521.14,8890754.04,1098446.65,3426427.62,975466.28,943310.46,518636.26,52,44,8,54.59,78.85,92938,330210.55,0.0155,-613099.91,-0.0288,-891657.53,-0.0419,4,1,1.0,USD
P0179,regional mep solutions,tier_2,2019,3,USA,IL,Chicago,Midwest,Regional School District,Public,Industrial,Process,Expansion,Design-Build,In Progress,2019-03-22,2019-04-24,2019-12-20,8,9648351,2893180.86,6079498.33,6755170.14,7308829.31,2886157.98,2370793.63,443949.92,595484.35,308797.28,541296.1,162350.04,24,19,5,53.26,57.07,54189,2339521.69,0.2425,1798225.59,0.1864,1707768.91,0.177,4,0,1.0,USD
P0180,Jacobs Mission-Critical,tier_1,2023,2,USA,CA,San Jose,West,Meta Platforms,Private,Infrastructure,Transportation,Maintenance,Cost-Plus,Awarded,2023-12-31,2024-01-24,2025-11-14,22,115573911,74117479.41,34460017.34,41456431.59,106803511.24,36448810.18,44640269.98,6222767.15,10526746.63,3665421.33,4038198.73,1261297.26,115,80,35,41.51,51.07,878072,8770399.76,0.0759,4732201.03,0.0409,3276337.07,0.0283,7,1,0.79,USD
P0181,Mountain view fm,tier_2,2024,1,USA,CA,San Jose,West,Regional School District,Public,Healthcare,Hospitals,Design-Build,Cost-Plus,In Progress,2024-08-26,2024-11-22,2026-05-16,18,1530726,1091359.86,338609.98,439366.14,1379144.11,571125.75,442057.46,92690.97,131568.84,70357.75,52410.36,18932.97,61,50,11,52.43,76.28,10893,151581.89,0.099,99171.52,0.0648,92686.47,0.0606,4,1,0.82,USD
P0182,Southwest Mechanical,tier_2,2020,4,USA,IL,Chicago,Midwest,LOCAL UNIVERSITY,Private,Healthcare,Labs,New Build,Design-Build,In Progress,2020-10-02,2021-01-05,2022-07-29,19,13764893,4868411.31,7345439.94,8896481.69,10153450.37,2873872.37,4171750.87,674857.22,847947.42,768702.04,553500.29,262820.16,47,36,11,52.9,66.56,54326,3611442.63,0.2624,3057942.34,0.2222,2983798.94,0.2168,4,1,0.97,USD
P0183,Heartland Bldg Services,tier_2,2024,4,USA,IL,Chicago,Midwest,City of Chicago - Water,Public,Industrial,Process,Maintenance,Cost-Plus,Awarded,2024-05-25,2024-08-23,2026-07-14,23,10368196,7372216.23,2844103.4,2995979.77,8457796.48,2449048.08,2422756.83,423280.4,1656479.59,790764.67,494082.78,221384.13,47,35,12,40.94,45.29,59820,1910399.52,0.1843,1416316.73,0.1366,1349777.28,0.1302,3,1,0.93,USD
P0184,Coastal Energy Systems,tier_2,2016,1,USA,CA,San Jose,West,City of CHICAGO / Water,Public,Infrastructure,Water/Wastewater,Expansion,Design-Build,Awarded,2016-03-13,2016-06-08,2018-11-25,30,15388787,6598749.02,6814986.46,8790037.98,15420477.91,4079419.94,6218537.61,1140709.34,1642146.51,1122781.45,921678.48,295204.58,65,44,21,49.49,57.99,82429,-31690.91,-0.0021,-953369.39,-0.062,-1092549.92,-0.071,1,0,1.0,USD
P0185,regional mep solutions,tier_2,2022,3,Canada,ON,Toronto,Canada,Regional School District,Public,Data Centers,Enterprise,Maintenance,Design-Build,Completed,2022-04-19,2022-07-10,2023-12-02,17,3668282,3668282.0,0.0,0.0,3399387.06,986968.44,1220978.83,232560.2,646601.19,190466.84,85884.81,35926.76,18,11,7,40.61,52.16,24303,268894.94,0.0733,183010.13,0.0499,148129.88,0.0404,1,0,1.0,USD
P0186,ABM TECHNICAL SOLUTIONS.,tier_1,2021,1,USA,GA,Atlanta,South,Amazon Web Services,Private,Infrastructure,Transportation,New Build,Lump Sum,Awarded,2021-05-07,2021-07-06,2023-07-26,25,89095550,64113446.49,18005929.04,24982103.51,91956899.0,27724522.8,36667293.85,2432360.98,14910709.54,3947322.74,4531193.79,1743495.29,52,39,13,36.78,49.91,753793,-2861349.0,-0.0321,-7392542.78,-0.083,-8106418.97,-0.091,4,0,1.0,USD
P0187,Atlantic Facility Wrks,tier_2,2017,3,Canada,ON,Toronto,Canada,Microsoft Data Center,Private,Healthcare,Clinics,New Build,EPC,In Progress,2017-07-04,2017-09-20,2018-01-18,4,29941300,13543566.15,15456853.33,16397733.85,25407533.1,7937062.63,7959039.07,989971.99,4961061.97,1607074.64,1525863.53,427459.27,36,28,8,53.33,43.53,148829,4533766.9,0.1514,3007903.37,0.1005,2734098.06,0.0913,6,1,0.75,USD
P0188,Northeast plant services,tier_2,2020,3,Canada,ON,Toronto,Canada,META PLATFORMS,Private,Data Centers,Colocation,New Build,Design-Build,Completed,2020-10-18,2020-11-20,2021-09-16,10,32121161,32121161.0,0.0,0.0,31593410.78,10720566.14,11423397.18,1585607.03,3758240.33,1817034.45,1786957.86,501607.8,16,13,3,44.72,70.1,239726,527750.22,0.0164,-1259207.64,-0.0392,-1688433.0,-0.0526,7,1,0.76,USD
P0189,"Coastal Energy Systems, Ltd.",tier_2,2020,1,USA,GA,Atlanta,South,Regional School District,Public,Infrastructure,Water/Wastewater,Retrofit,Lump Sum,Awarded,2020-11-16,2021-02-24,2023-09-12,31,6645529,1822312.03,4017127.33,4823216.97,6235112.28,2005727.03,2154575.78,404471.42,803148.2,373933.38,356978.61,136277.86,19,14,5,47.25,69.53,42449,410416.72,0.0618,53438.11,0.008,-19540.72,-0.0029,7,1,0.68,USD
P0190,Jacobs Mission Critical,tier_1,2018,1,Canada,ON,Toronto,Canada,Local University,Private,Data Centers,Colocation,New Build,Design-Build,In Progress,2018-10-23,2018-11-29,2021-06-16,31,20939643,16638040.28,4055616.67,4301602.72,16763450.22,6135439.93,5804547.23,711827.81,1991425.55,885717.37,1025579.75,208912.58,86,57,29,31.01,70.06,197853,4176192.78,0.1994,3150613.04,0.1505,2855694.55,0.1364,5,1,0.46,USD
P0191,MasTec.,tier_1,2018,4,USA,CA,San Jose,West,Meta Platforms,Private,Industrial,Manufacturing,Expansion,Design-Build,In Progress,2018-03-25,2018-05-16,2020-06-04,25,65263208,23679698.05,29655375.9,41583509.95,56631982.12,20297641.97,18810853.99,3637573.26,7912782.12,3486795.39,2053209.57,433125.83,117,72,45,53.63,41.94,378475,8631225.88,0.1323,6578016.31,0.1008,5607140.01,0.0859,5,0,1.0,USD
P0192,COASTAL ENERGY SYSTEMS.,tier_2,2019,1,Canada,ON,Toronto,Canada,City of Chicago - Water,Public,Commercial,Hospitality,Retrofit,Cost-Plus,Completed,2019-02-17,2019-03-18,2021-04-06,25,8672121,8672121.0,0.0,0.0,9520261.96,3288420.37,3614880.25,620239.97,981347.18,612693.7,348173.99,54506.5,19,11,8,35.19,51.93,93447,-848140.96,-0.0978,-1196314.94,-0.1379,-1257716.87,-0.145,4,0,1.0,USD
P0193,IES Holdings,tier_1,2020,1,USA,CA,San Jose,West,NYC Health + Hospitals,Private,Data Centers,Enterprise,Maintenance,Design-Build,In Progress,2020-04-14,2020-06-24,2022-03-16,21,58638912,39750717.49,11599962.51,18888194.51,47474645.58,18537659.06,14031320.78,3481788.02,4870744.88,3909518.9,2010420.1,633193.86,98,65,33,47.88,77.58,387169,11164266.42,0.1904,9153846.32,0.1561,8751533.18,0.1492,2,0,1.0,USD
P0194,EMCOR GROUP.,tier_1,2025,4,USA,IL,Chicago,Midwest,Duke Energy,Private,Healthcare,Clinics,Expansion,Lump Sum,Awarded,2025-12-08,2026-03-12,2028-05-30,27,69836811,38009403.58,19786991.62,31827407.42,68209585.25,26301369.69,26227440.36,2755806.23,4846079.08,4417871.35,2680004.06,981014.48,136,97,39,32.04,75.71,820891,1627225.75,0.0233,-1052778.31,-0.0151,-1533973.97,-0.022,1,1,0.85,USD
P0195,Southwest Mech.,tier_2,2019,1,USA,IL,Chicago,Midwest,NYC Health + Hospitals,Private,Industrial,Warehouse,Retrofit,Lump Sum,Awarded,2019-12-27,2020-01-23,2020-07-21,6,10885326,8502441.45,1818066.18,2382884.55,10558861.52,3950488.29,3590365.15,298510.05,1409345.68,778001.96,340274.62,191875.76,54,43,11,42.44,58.12,93084,326464.48,0.03,-13810.14,-0.0013,-94144.48,-0.0086,2,1,0.82,USD
P0196,AECOM BLDG SRVCS,tier_1,2025,1,USA,TX,Dallas,South,State of Texas DOT,Public,Data Centers,Enterprise,Retrofit,Design-Build,In Progress,2025-12-08,2026-03-05,2028-04-23,26,12305885,5002288.26,6305034.81,7303596.74,11451857.75,2679721.18,4951438.98,262161.95,2252329.38,697299.8,538435.66,70470.81,17,14,3,44.11,46.28,60750,854027.25,0.0694,315591.58,0.0256,263321.09,0.0214,3,1,0.93,USD
P0197,EMCOR GROUP.,tier_1,2017,3,USA,TX,Dallas,South,Kaiser Permanente,Private,Infrastructure,Transportation,Design-Build,EPC,Completed,2017-08-13,2017-10-25,2019-06-17,20,24225338,24225338.0,0.0,0.0,20899811.48,7180597.55,6145119.13,1037086.94,2954896.65,1683707.05,1430522.14,467882.02,86,65,21,41.84,48.15,171620,3325526.52,0.1373,1895004.38,0.0782,1548802.47,0.0639,7,0,1.0,USD
P0198,TD-Industries,tier_1,2017,3,USA,TX,Dallas,South,Kaiser Permanente,Private,Data Centers,Colocation,Design-Build,Lump Sum,Awarded,2017-02-26,2017-05-16,2018-11-07,18,16042537,10078862.84,5391595.02,5963674.16,12987456.37,3321686.59,4560530.2,1075847.16,1749262.61,1206803.4,808675.58,264650.83,136,108,28,48.03,44.95,69158,3055080.63,0.1904,2246405.05,0.14,2132108.22,0.1329,5,0,1.0,USD
P0199,Quanta Svcs,tier_1,2022,2,USA,GA,Atlanta,South,Commercial REIT Client,Private,Data Centers,Hyperscale,Design-Build,Cost-Plus,Awarded,2022-11-06,2022-12-29,2023-10-25,10,7439525,5942499.64,1156965.96,1497025.36,7306120.31,2008747.07,2793320.96,460379.27,1314220.44,439215.42,232198.75,58038.4,89,74,15,40.78,59.2,49258,133404.69,0.0179,-98794.07,-0.0133,-174070.61,-0.0234,2,1,0.96,USD
P0200,Northeast plant services,tier_2,2024,3,USA,CA,San Jose,West,Texas - Department of Transportation,Public,Healthcare,Clinics,New Build,Design-Build,Completed,2024-06-25,2024-07-28,2026-07-18,24,18183660,18183660.0,0.0,0.0,16336349.75,5902144.4,5015312.31,967119.16,2241203.96,1114187.49,975912.44,120469.99,6,3,3,52.55,62.68,112314,1847310.25,0.1016,871397.81,0.0479,650854.79,0.0358,5,1,0.6,USD
P0201,Comfort systems usa,tier_1,2020,2,USA,GA,Atlanta,South,Meta Platforms,Private,Commercial,Hospitality,Design-Build,Cost-Plus,In Progress,2020-05-29,2020-08-24,2022-09-13,25,50577124,28235049.48,15890713.58,22342074.52,40420764.85,10729211.58,13056814.39,2675811.51,8264043.62,3872150.59,1121176.64,701556.53,50,32,18,38.43,43.79,279188,10156359.15,0.2008,9035182.51,0.1786,8406589.29,0.1662,2,0,1.0,USD
P0202,Pacific Tech Contractors,tier_2,2021,3,USA,CA,San Jose,West,City of Chicago Water,Public,Healthcare,Labs,Expansion,Cost-Plus,Awarded,2021-07-05,2021-08-18,2022-01-15,5,10003124,3814834.22,4439844.87,6188289.78,10613595.11,3782686.8,4171483.83,522778.11,1400643.25,363122.2,268368.4,104512.51,56,47,9,43.63,66.41,86699,-610471.11,-0.061,-878839.52,-0.0879,-965277.72,-0.0965,3,0,1.0,USD
P0203,ABM technical solutions,tier_1,2017,4,Canada,ON,Toronto,Canada,Commercial REIT Client,Private,Infrastructure,Transportation,Maintenance,Lump Sum,In Progress,2017-05-01,2017-07-14,2017-12-11,5,8731962,2614294.88,4542488.1,6117667.12,7474500.6,2877286.35,2129319.95,179902.47,1514121.62,329867.53,385320.13,58682.55,136,91,45,47.64,44.91,60396,1257461.4,0.144,872141.27,0.0999,747002.8,0.0855,3,0,1.0,USD
P0204,Quanta Services,tier_1,2017,3,USA,NY,New York,Northeast,Meta Platforms,Private,Healthcare,Hospitals,New Build,Design-Build,Completed,2017-03-12,2017-04-08,2019-03-29,24,66245477,66245477.0,0.0,0.0,66745920.73,19009571.59,23576204.91,4349402.26,12303469.94,3005163.05,3654734.24,847374.74,75,54,21,51.3,54.17,370556,-500443.73,-0.0076,-4155177.97,-0.0627,-4725348.03,-0.0713,3,0,1.0,USD
P0205,jacobs mission critical,tier_1,2020,3,USA,IL,Chicago,Midwest,Chicago - Water,Public,Infrastructure,Water/Wastewater,Retrofit,Cost-Plus,In Progress,2020-09-20,2020-12-25,2021-07-23,7,5404447,2675019.69,2225302.32,2729427.31,5130617.65,1837532.44,2005916.98,324728.28,400153.99,260189.95,203364.82,98731.18,48,38,10,31.99,75.57,57440,273829.35,0.0507,70464.54,0.013,48445.89,0.009,3,1,0.71,USD
P0206,Precision electrical contractors,tier_2,2022,3,USA,IL,Chicago,Midwest,Dominion Energy,Private,Data Centers,Colocation,Retrofit,Lump Sum,Awarded,2022-01-27,2022-02-17,2024-04-07,26,45699566,36982438.32,6981798.71,8717127.68,41832240.72,10436110.09,15451682.89,1876047.59,8271418.18,2535543.95,2550919.9,710518.12,50,30,20,32.28,68.31,323299,3867325.28,0.0846,1316405.39,0.0288,803543.93,0.0176,3,1,0.83,USD
P0207,TDIndustries,tier_1,2016,2,USA,GA,Atlanta,South,REGIONAL SCHOOL DISTRICT,Public,Industrial,Process,New Build,Cost-Plus,Completed,2016-10-22,2016-11-13,2017-05-12,6,9480946,9480946.0,0.0,0.0,9243937.4,2297214.07,3377735.17,755119.98,1820212.67,338625.96,456471.98,198557.56,43,29,14,48.07,69.19,47788,237008.6,0.025,-219463.38,-0.0231,-293174.68,-0.0309,4,0,1.0,USD
P0208,IES holdings,tier_1,2024,4,USA,CA,San Jose,West,Dominion Energy,Private,Commercial,Retail,Retrofit,Design-Build,Completed,2024-03-19,2024-05-31,2024-12-27,7,54265461,54265461.0,0.0,0.0,44669243.87,12671675.56,21092326.11,2542749.84,3780789.65,2446861.3,1384046.45,750794.97,51,39,12,42.22,41.7,300134,9596217.13,0.1768,8212170.68,0.1513,7855817.36,0.1448,6,0,1.0,USD
P0209,IES Holdings,tier_1,2021,4,USA,TX,Dallas,South,Meta Platforms,Private,Healthcare,Hospitals,New Build,EPC,Awarded,2021-04-25,2021-07-20,2022-02-15,7,138077961,109049871.64,25611797.26,29028089.36,109353427.66,35549922.12,34786742.32,5806390.71,22803486.08,4391122.62,3984784.53,2030979.29,139,119,20,41.6,52.59,854565,28724533.34,0.208,24739748.81,0.1792,23998492.15,0.1738,6,1,0.36,USD
P0210,EMCOR GROUP.,tier_1,2016,3,USA,GA,Atlanta,South,NYC Health + Hospitals,Private,Healthcare,Clinics,Design-Build,EPC,Awarded,2016-02-06,2016-03-06,2016-06-04,3,52935360,41633878.47,7217974.47,11301481.53,46812923.18,12329392.95,13125934.41,4145286.56,10582245.3,3836660.44,1570006.69,1223396.82,72,44,28,45.47,55.67,271154,6122436.82,0.1157,4552430.14,0.086,4142218.62,0.0783,5,0,1.0,USD
P0211,TDIndustries,tier_1,2016,4,USA,NY,New York,Northeast,Kaiser Permanente,Private,Infrastructure,Transportation,Maintenance,Design-Build,Completed,2016-08-22,2016-11-18,2018-06-11,19,48443768,48443768.0,0.0,0.0,51042431.79,18361447.77,15378973.43,3682415.99,9266489.76,2449896.44,1629371.23,273837.17,41,31,10,32.84,66.68,559118,-2598663.79,-0.0536,-4228035.02,-0.0873,-4692713.05,-0.0969,1,1,0.44,USD
P0212,"Coastal Energy Systems, Ltd.",tier_2,2023,2,USA,GA,Atlanta,South,Commercial REIT Client,Private,Healthcare,Labs,Design-Build,Lump Sum,In Progress,2023-06-12,2023-07-13,2026-02-27,32,1807588,505195.24,1180430.52,1302392.76,1800323.54,443788.92,729267.05,72063.19,342434.11,141672.99,42237.25,28860.03,35,23,12,56.12,44.38,7907,7264.46,0.004,-34972.8,-0.0193,-49471.05,-0.0274,7,1,0.55,USD
P0213,Heartland Building Svcs,tier_2,2025,4,USA,VA,Ashburn,South,REGIONAL SCHOOL DISTRICT,Public,Data Centers,Colocation,New Build,Cost-Plus,In Progress,2025-11-23,2026-03-01,2028-05-19,27,2096484,881048.2,806270.51,1215435.8,1610250.63,436622.11,510181.03,133004.37,278710.44,167044.57,58880.84,25807.27,30,22,8,44.85,54.94,9735,486233.37,0.2319,427352.53,0.2038,410578.87,0.1958,5,1,0.75,USD
P0214,"ABM Technical Solutions, LLC",tier_1,2020,1,USA,IL,Chicago,Midwest,Dominion Energy,Private,Data Centers,Enterprise,Retrofit,Design-Build,Awarded,2020-09-16,2020-10-22,2022-11-11,25,16489237,11108601.38,4620150.61,5380635.62,15726822.7,5949433.65,4195574.0,391364.24,2810959.18,1199280.85,868563.83,311646.96,44,35,9,49.38,53.68,120482,762414.3,0.0462,-106149.53,-0.0064,-214381.3,-0.013,2,1,0.82,USD
